,dorset,billington,bray,bledlow,barton,anderton,bude,barbon,barlow,bantham,bridport,bowburn,ashington,cherry-burton,benfleet,barnsley,balham,basingstoke,barnet,ashley,aylesham,bacup,bruntingthorpe,billingborough,eastham,hounslow,bawburgh,chacombe,bardon-mill,calverton,aynho,great-casterton,broome,basonbridge,brampton,audley,beyton,badshot-lea,chopwell,aston-cantlow,beckhampton,bredon,bingley,flintshire,gwalchmai,manmoel,cefn-cribwr,cyncoed,blackwood,babel,anglers-retreat,capel-curig,castell,brynford,abergynolwyn,georgetown,caer-llan,bryn,goldcliff,blaenffos,aberhosan,blaenrhondda,brynmill,cogan,croes-y-mwyalch,bradley,edinburgh,cloverhill,backburn,ferryden,ballachulish,kennet,anwoth,clawfin,kirkintilloch,cockenzie-and-port-seton,duddingston,,bonnybridge,backmuir-of-new-gilston,pollokshaws,acharacle,gourock,danderhall,ardwell,brodick,calderbank,bimbister,airntully,johnstone,bixter,ballantrae,blackwood,arngomery,cockburnspath,crosslet,bridgend
,durham,bletsoe,brimpton,bletchley,baston,arclid,cadgwith,barrow-in-furness,barrow-hill,barbrook,broadstone,bowes,ashurst,coniston,billericay,barnwood,bank,baughurst,bedmond,babraham,bapchild,barnoldswick,burbage,billinghay,ellesmere-port,isleworth,beachamwell,chapel-brampton,barrasford,carlton-in-lindrick,bampton,greetham,broseley,batcombe,brinsworth,betley,bildeston,bagshot,cramlington,atherstone,berwick-st-james,bringsty,birstall,gwynedd,holyhead,nant-y-bwch,cefn-cross,danescourt,caerphilly,banc-y-ffordd,bangor-teifi,capel-garmon,cefn-coch,bryn-y-baal,aberllefenni,gurnos,caerwent,bryn-coch,kemeys-inferior,bletherston,aber-llia,bryncae,bryntywood,colcot,cwm-ffrwd-oer,bronington,eilean-siar,contlaw,badenyon,forfar,balloch,menstrie,ardwall,connel-park,lennoxtown,crossgatehall,edinburgh,,bowtrees,balbirnie,shettleston,achargary,greenock,easthouses,arradoul,burnhouse,caldercruix,birsay,aldclune,johnstone-castle,boddam,ballochmorrie,boghead,arnprior,coldingham,dalmuir,broxburn
,sussex,blunham,bucklebury,bolter-end,bluntisham,ashton-under-lyne,callington,bassenthwaite,barrow-on-trent,barnstaple,broadwindsor,brancepeth,balcombe,cottingham,bishops-stortford,berkeley,bankside,beaulieu,berkhamsted,balsham,barham,barrow,burton-on-the-wolds,blankney,fairfield,northolt,belton,charwelton,beadnell,caunton,banbury,hambleton,broughton-gifford,bath,burghwallis,birchmoor,blyford,banstead,dunston,attleborough,bishops-cannings,broadway,boston-spa,merthyr-tydfil,kings-lynn,nantyglo,coity,ely,cefn-hengoed,bancffosfelen,bethania,capelulo,cefnmeriadog,buckley,abersoch,heolgerrig,caldicot,cadoxton,liswerry,boncath,aberllynfi,brynna,burry-green,colwinston,cwmbran,brymbo,falkirk,cove-bay,ballater,glamis,benderloch,new-sauchie,ardwell,craigdarroch,lenzie,danskine,fairmilehead,,brightons,balcurvie,springburn,achateny,inverkip,eskbank,auchbreck,corrie,cambusnethan,bow,aldville,kilbarchan,brae,barassie,bothwell,ashfield,coldstream,dennystown,burnside
,east-yorkshire,bolnhurst,burchetts-green,bourne-end,bottisham,astbury,calstock,beetham,baslow,beaworthy,buckhorn-weston,brandon,barcombe,driffield,blackmore-end,berry-hill,barbican,bentley,bishops-stortford,barham,barnehurst,barton,caldecott,boston,haydock,northwood,binham,choppington,bedlington,caythorpe,barford-st-michael,ketton,bucknell,beckington,cawthorne,blackshaw-moor,blythburgh,beare-green,east-bolden,austrey,bishopstone,bromsgrove,bradford,monmouthshire,llanbedrgoch,sirhowy,coychurch,fairwater,croespenmaen,bancyfelin,bettws-bledrws,cefn-brith,cerrigydrudion,cadole,anelog,maerdy,chapel-hill,cilfrew,llanbeder,bosherston,abermule,brynsadler,cadle,corntown,cwmynyscoy,bryn-offa,fife,craibstone,banchory,inchture,benmore,pool-of-muckhart,argrennan,craigengillan,milngavie,dirleton,gilmerton,,california,baldinnie,tollcross,achavanich,kilmacolm,fala,auchenhalrig,corriecravie,carbrain,braehead,almond-bank,langbank,braehoulland,bargany,braehead,auchessan,denholm,drumry,dechmont
,essex,bromham,burghclere,brackley,bourn,astmoor,camborne,bewcastle,belper,beer,buckland-newton,burnhope,barnham,fangfoss,boreham,bibury,barking,bentworth,borehamwood,bar-hill,barnham-downs,belmont,catthorpe,bourne,heswall,pinner,blakeney,church-brampton,belford,clarborough,barnard-gate,lyddington,cardington,berrow,chapeltown,blithbury,boxford,beddington,east-boldon,barford,blunsdon,chaddesley-corbett,bramhope,neath-port-talbot,llandegfan,,coytrahen,gabalfa,crosskeys,bethlehem,bettws-evan,cell,clawdd-newydd,caergwrle,arthog,merthyr-vale,chepstow,cilybebyll,llanmartin,boulston,aberriw,castellau,caemawr,cowbridge,fairwater,brynteg,glasgow,craigton,banchory-devenick,inverkeilor,bowmore,tillicoultry,auchenbrack,cronberry,milton-of-campsie,drem,gogar,,camelon,balgonar,yoker,achentoul,port-glasgow,fala-dam,auchlunkart,craw,castlecary,braeswick,alyth,linwood,breakon,barr,braidwood,auchlyne,dryburgh,dumbarton,east-calder
,gloucestershire,broom,burghfield,bradenham,brampton,aston,camelford,blancogo,birch-vale,belstone,burton-bradstock,burnopfield,battle,flamborough,bradwell-on-sea,birdlip,barnes,bishops-waltham,bovingdon,barnwell,bearsted,bickerstaffe,church-langton,branston,holywell,ruislip,blickling,clacton-on-sea,bellingham,claypole,beckley,market-overton,chelmarsh,bicknoller,conisbrough,brandon,bradfield-combust,belmont,eighton-banks,barlestone,box,charlton,brighouse,newport,llanfairpwllgwyngyll,,dyffryn,grangetown,crumlin,betws,beulah,cerrig-y-drudion,clocaenog,caerwys,bala,pantyscallog,clydach,croeserw,llanvaches,brawdy,abertridwr,church-village,carnglas,craig-penllyn,greenmeadow,burton,highland,cults,banff,kirriemuir,bridge-of-orchy,tullibody,auchencairn,crookedholm,torrance,dunbar,hermiston,,carriden,balhelvie,,achfary,quarriers-village,ford,auchmair,crosbie,chapelhall,brinian,amulree,lochwinnoch,bretabister,barrhill,calderglen,auchraw,duns,duntocher,east-whitburn
,london,campton,burghfield-common,brill,broughton,audlem,carleen,blawith,birchover,bere-ferrers,cattistock,castleside,beckley,goole,braintree,bishops-cleeve,barnet,bordon,braughing,barrington,beckenham,bispham,coalville,brigg,hoylake,shepperton,bradwell,clipston,belsay,clayworth,benson,normanton,cheswardine,bishop-lydeard,cudworth,branston,bramfield,betchworth,gateshead,baxterley,bradford-on-avon,church-lench,burley-in-wharfedale,pembrokeshire,llangefni,,garth,heath,cwmcarn,blaen-y-coed,blaenannerch,colwyn,corwen,carmel,bangor,park,coed-morgan,crynant,llanwern,bridell,aberyscir,clifynydd,caswell,dinas-powys,griffithstown,bwlchgwyn,inverclyde,danestone,belhelvie,letham,bunessan,yetts-omuckhart,auchendolly,crosshands,twechar,east-fortune,joppa,,carron,balhousie,,achgarve,wemyss-bay,gorebridge,auchtertyre,cunninghamhead,chryston,brough,ardler,millikenpark,bridge-end,belston,caldermill,auchreoch,earlston,erskine-bridge,ecclesmachan
,hampshire,cardington,caversham,buckingham,buckden,barbridge,carnkie,bolton,bolsover,berrynarbor,cerne-abbas,chester-le-street,bepton,gowdall,brantham,bisley,battersea,botley,brickendon,bartlow,belvedere,blackburn,coleorton,burgh-le-marsh,huyton,southall,brancaster,coton,berwick-upon-tweed,clifton,bicester,oakham,church-aston,bishops-lydeard,darfield,brewood,bramford,blackbrook,gosforth,bedworth,bratton,clent,castleford,powys,mitcheldean,,glan-llynfi,leckwith,cwmfelinfach,blaengweche,blaenpennal,colwyn-bay,crogen,cefn-y-bedd,barmouth,pengarnddu,coed-y-paen,cwmafan,lower-machen,brithdir-mawr,adfa,clydach-vale,cheriton,drope,henllys,caia-park,midlothian,dyce,bellabeg,lochee,cairndow,,auchenhessnane,crosshouse,waterside,east-linton,juniper-green,,carron-bridge,ballingry,,achiemore,,hillend,aultmore,dalgarven,cleland,broughton,ardoch,paisley,bridge-of-walls,black-clauchrie,cambuslang,auchtertyre,edrom,faifley,fauldhouse
,hertfordshire,carlton,chaddleworth,burnham,burwell,barthomley,cawsand,boot,bonsall,bickington,charlton-marshall,consett,bexhill-on-hill,hensall,brentwood,blakeney,bayswater,bramdean,bricket-wood,barton,benenden,blacko,croxton-kerrial,carlton-le-moorland,kirkdale,staines,brancaster-staithe,cottisford,bishop-auckland,colston-bassett,black-bourton,seaton,church-stretton,blagdon,dinnington,burntwood,brandeston,blackwater,hebburn,berkswell,brinkworth,cleobury-mortimer,clayton,rhondda-cynon-taff,pentraeth,,glynogwr,lisvane,deri,blaenos,blaenplwyf,confined-bridge,cwm,cilcain,beddgelert,pentrebach,crick,cwmgors,maes-glas,broad-haven,alltforgan,coedely,clase,east-aberthaw,llanfrechfa,cefn-mawr,moray,fairley,birkenhills,monifieth,campbeltown,,auchenmalg,crossroads,,east-saltoun,kaimes,,carronshore,balmalcolm,,achies,,howgate,backies,dalry,coatbridge,broughtown,ardradnaig,renfrew,brindister,blairquhan,candy-mill,auchtoo,eddleston,forth-and-clyde-canal,harburn
,huntingdonshire,chalgrave,charvil,chalfont-st-giles,cambridge,barton,chacewater,borrowdale,bradwell,bickleigh,charminster,cornsay-colliery,bexhill-on-sea,hessle,brightlingsea,bledington,beckton,bramshill,brookmans-park,barway,bethersden,blackpool,donington-le-heath,chapel-st-leonards,knowsley,stanmore,brandon,creaton,blanchland,cotgrave,bladon,south-luffenham,clee-hill,brean,dodworth,burslem,brandon,bletchingley,heddon-on-the-wall,bidford-on-avon,britford,clows-top,cleckheaton,swansea,rhosneigr,,heol-y-cyw,llandaff,draethen,blaenwaun,blaenporth,cross,cyffylliog,connahs-quay,bethania,penydarren,croes-y-pant,cwmgwrach,malpas,broadmoor,alltmawr,cross-inn,clydach,eglwys-brewis,llantarnam,chirk,north-ayrshire,hazelhead,birse,montrose,cardross,,auchenrivock,cumnock,,elphinstone,kirkliston,,champany,balmerino,,achill,,lasswade,badnafrave,dippin,condorrat,burness,ardtalnaig,southbar,brough,bogend,carluke,balafark,ettrick,greater-glasgow,kingscavil
,kent,cheddington,chazey-heath,chalfont-st-peter,catworth,beechwood,charlestown,bowness-on-windermere,brassington,bideford,charmouth,cotherstone,billingshurst,holme-upon-spalding-moor,broxted,blockley,belgravia,bransgore,broxbourne,bassingbourn,bexley,bolton,dunton-bassett,cleethorpes,liverpool,sunbury-on-thames,briston,crick,blyth,east-leake,bledington,stamford,cleobury-mortimer,brean-sands,doncaster,burton,bredfield,bookham,holystone,binley,broad-chalke,colwall,clifton,vale-of-glamorgan,rothesay,,kenfig,llandaff-north,fleur-de-lis,brechfa,bont-goch,dawn,cynwyd,deeside,bethel,plymouth,croes-hywel,cwmllynfell,marshfield,broadway,arddlin,cwmaman,clyne,ewenny,llanyrafon-north,coedpoeth,north-lanarkshire,kincorth,birsemore,wormit,carradale,,auchnabony,dalblair,,elvingston,leith,,denny,balmullo,,achiltibuie,,leadburn,bakebare,dougarie,croy,burwick,ardtrostan,,brough-lodge,carleton-fishery,carmacoup,balfron,ettrickbridge,hardgate,kirknewton
,lancashire,clapham,chieveley,chartridge,chatteris,beeston,constantine-bay,braithwaite,brimington,bigbury-on-sea,chetnole,cowshill,birling-gap,hook,buckhurst-hill,bourton-on-the-hill,belsize-park,brockenhurst,buntingford,benwick,bexleyheath,bolton-le-sands,earl-shilton,conisbrough,maghull,teddington,burgh-st-peter,croughton,brampton,east-markham,bletchingdon,stapleford,clun,brent-knoll,dore,burton-on-trent,brettenham,bramley,horsley,bishops-itchington,bromham,cookley,crofton,torfaen,truro,,kenfig-hill,llanedeyrn,fochriw,broadlay,borth,deganwy,denbigh,downing,bethesda,quakers-yard,cross-ash,cymmer,michaelston-y-fedw,brynberian,argoed-mill,cwm-bach,cockett,flemingston,llanyrafon-south,cross-lanes,orkney-islands,kingsford,blackburn,,clachan-seil,,awhirk,dalcairnie,,garvald,liberton,,dennyloanhead,bandon,,achina,,loanhead,ballochford,dreghorn,cumbernauld,calfsound,ardvorlich,,browland,chapeldonan,carnwath,balfron-station,eyemouth,inchmurrin,linlithgow
,leicestershire,clifton,cippenham,chearsley,chesterton,betchton,coverack,brampton,burton-upon-trent,blackawton,chideock,coxhoe,blackboys,hornsea,bulphan,bourton-on-the-water,bermondsey,broughton,bushey,blackhorse-drove,biddenden,brinscall,east-goscote,crowland,moreton,twickenham,burnham-market,daventry,cambois,east-retford,blewbury,stretton,coalbrookdale,bridgetown,dronfield,burton-upon-trent,brockley-green,brook,houghton-le-spring,bishops-tachbrook,broughton-gifford,defford,crossflats,wrexham,york,,laleston,llanishen,gelligaer,broadoak,bow-street,denbigh-hafod,derwen,drury,betws-garmon,town,crossway,duffryn,milton,bryn-henllan,battle,cwmdare,copley,fontegary,new-inn,dolywern,perth-and-kinross,kingswells,blackdog,,colonsay,,balgowan,dalgig,,gifford,malleny-mills,,dunipace,blairhall,,achindown,,mayfield,bardon,drybridge,dullatur,cleat,arlary,,buness,chirmorrie,carstairs,balhaldie,foulden,jamestown,linlithgow-bridge
,lincolnshire,clophill,cold-ash,chenies,colne,bollington,crantock,brough,buxton,bovey-tracey,child-okeford,croft-on-tees,bognor-regis,howden,burnham-on-crouch,box,bethnal-green,bucklers-hard,bushey-heath,bluntisham,biggin-hill,brookhouse,east-langton,crowle,neston,uxbridge,burnham-overy-staithe,denford,carterway-heads,eastwood,bloxham,uppingham,coalport,bridgwater,dunsville,butterton,bungay,brookwood,jarrow,brandon,burcombe,droitwich,cullingworth,,,,llangeinor,llanrumney,gilfach,broadway,brongest,deunant,derwyn,ewloe,blaenau-ffestiniog,treharris,cwmcarvan,dyffryn-cellwen,nash,buckspool,beguildy,cwm-parc,craigcefnparc,gileston,panteg,eglwys-cross,renfrewshire,mannofield,boddam,,craignure,,balgreggan,dalmellington,,gilchriston,morningside,,dunmore,blebocraigs,,achinduich,,middleton,barnhill,fairlie,dykehead,clestrain,arngask,,burnside,cloyntie,carstairs-junction,balleich,galashiels,kilpatrick,livingston
,merseyside,colmworth,colnbrook,chesham,comberton,bosley,crowntown,broughton-in-furness,caldwell,bradninch,christchurch,crook,bolney,huggate,canewdon,bradley-green,bexley,buriton,cheshunt,bottisham,billingshurst,burnley,elmesthorpe,donington-on-bain,netherton,wembley,burnham-thorpe,desborough,cawfields,edingley,bodicote,whitwell,corfton,bruton,ecclesfield,cannock,bures,bucks-horn-oak,jesmond,brierley-hill,burton,droitwich-spa,denholme,,,,llangynwyd,maindy,hengoed,bron-y-gaer,bronnant,dingle,druid,ffrith,bodfuan,twynyrodyn,cwmyoy,glyn-neath,newport,burton,berriew,cymmer,crofty,gwern-y-steeple,ponthir,erbistock,shetland-islands,mastrick,bogniebrae,,crinan,,balmaclellan,dalrymple,,gladsmuir,newbridge,,falkirk,boarhills,,achingills,,millerhill,bauds-of-cullen,gateside,eastfield,clouston,arthurstone,,burrafirth,colmonell,chapelton,ballimore,grantshouse,kirktonhill,livingston-village
,middlesex,cookham,cookham,chicheley,conington,bowdon,cubert,burrowgate,calow,bradworthy,church-knowle,croxdale,bosham,hull,canvey-island,bream,bexleyheath,burlesdon,chipperfield,bourn,birchington,burscough,fleckney,duddington,new-brighton,west-drayton,burston,duston,chathill,edwinstone,brightwell-baldwin,wing,craven-arms,buckland-dinham,eckington,cauldon,burrough-green,camberley,killingworth,brinklow,calne,elcocks-brook,dewsbury,,,,maesteg,mynachdy,hollybush,brook,brynhoffnant,dolgarrog,dyserth,ffynnongroyw,bont-newydd,vaynor,devauden,glyncorrwg,penhow,bwlch-y-groes,bettws-cedewain,dinas-rhondda,cwm,lavernock,pontnewydd,erddig,south-ayrshire,middleton-park,bogton,,dalmally,,balmae,dalvennan,,gullane,newcraighall,,glenbervie,bogside,,achintee,,milton-bridge,berryhillock,giffordland,forrest,cornquoy,ashmore,,burravoe,coodham,cleghorn,balmaha,greenlaw,overtoun,loganlea
,norfolk,cranfield,cookham-dean,cholesbury,cottenham,bredbury,delabole,buttermere,calver,branscombe,corfe-castle,darlington,bracklesham,kilham,castle-heddingham,broad-campden,biggin-hill,burley,chorleywood,boxworth,borough-green,burton,foxton,east-barkwith,newton-le-willows,,caister-on-sea,earls-barton,chatton,edwinstowe,brize-norton,,cressage,buckland-st-mary,edlington,chasetown,bury-st-edmunds,capel,low-fell,broom,castle-combe,evesham,east-keswick,,,,mawdlam,old-st.-mellons,llanbradach,bryn,brynog,dolgarrog-bridge,efenechtyd,flint,bontddu,ochr-y-mynydd,dingestow,godrer-graig,pentre-poeth,caer-farchell,betws-disserth,efail-isaf,cwm-gwyn,leckwith,pontnewynydd,eyton,south-lanarkshire,milltimber,boyndie,,dervaig,,balminnoch,darnconner,,haddington,niddrie,,grangemouth,bonnybank,,achintee-ho,,newlandrig,bishopmill,glaister,gartcosh,costa,auchinner,,burwick,coylton,climpy,balquhidder,hawick,oxhill,longridge
